100044	489	4.17
100556	1124	4.03
101962	1192	4.0
102666	736	4.05
1041	5851	4.05
104879	9541	4.04
105250	395	4.23
107412	384	4.03
1086	7252	4.03
1089	43730	4.09
109374	21554	4.03
109487	37157	4.13
111	36647	4.08
111130	166	4.04
112552	19477	4.15
1131	3524	4.1
1132	3233	4.06
1136	46508	4.14
114635	261	4.09
1147	3998	4.13
1148	17652	4.11
115122	4918	4.01
115969	129	4.05
116136	325	4.05
116897	2980	4.11
1172	10982	4.13
117444	1680	4.02
1178	5490	4.18
1189	3126	4.09
1193	44592	4.2
1196	72151	4.13
1197	46957	4.12
1198	67408	4.11
1199	18702	4.01
1200	38846	4.01
1201	22922	4.13
1203	21863	4.27
1204	15772	4.13
1207	18785	4.13
1208	32518	4.12
120807	678	4.1
1209	7227	4.11
1211	4387	4.01
1212	8823	4.18
1213	42003	4.19
1214	45211	4.07
1217	6350	4.14
1218	3132	4.02
1219	27027	4.06
1221	43111	4.26
1222	32501	4.05
1223	8854	4.04
1224	4819	4.1
1225	24986	4.07
1228	13049	4.04
123	3534	4.0
1230	19323	4.03
1232	3905	4.08
1233	15804	4.13
1234	18416	4.14
1236	1054	4.0
1237	6657	4.08
1244	10130	4.04
1247	22319	4.02
1248	5718	4.12
1250	14726	4.09
1251	4322	4.03
1252	20730	4.15
1254	6377	4.11
1256	6391	4.08
1258	38640	4.04
1260	5728	4.15
1262	13217	4.1
1264	2701	4.0
126430	839	4.0
1267	10028	4.09
1269	7650	4.02
127052	587	4.12
127180	129	4.1
1272	9065	4.02
1273	3267	4.0
1276	13466	4.09
1280	3664	4.12
1281	5484	4.03
1283	5840	4.03
1284	6665	4.15
1288	19492	4.01
1299	7712	4.07
1300	3690	4.01
1303	3918	4.0
1304	17587	4.04
130970	343	4.02
131724	1285	4.13
134130	28104	4.02
134252	154	4.0
134796	133	4.12
134849	406	4.05
135456	369	4.07
1358	14354	4.0
1361	1863	4.08
136445	191	4.03
136447	276	4.05
136449	967	4.03
136469	464	4.09
140265	247	4.02
142115	1061	4.25
142488	8867	4.07
143511	161	4.05
1446	2315	4.0
146028	256	4.04
146327	174	4.16
147250	180	4.12
147326	155	4.05
147328	198	4.05
147330	207	4.1
148626	14997	4.06
148667	679	4.03
148881	600	4.02
152970	3244	4.02
157373	330	4.18
158783	2710	4.1
159817	2948	4.44
160289	658	4.11
160718	1918	4.15
1617	32831	4.06
162	6363	4.0
163134	3764	4.14
163809	1397	4.26
164179	19742	4.05
165969	302	4.04
166024	3080	4.24
166291	893	4.02
167792	199	4.04
167832	1343	4.03
169252	201	4.0
169906	1137	4.13
170355	1481	4.13
1704	50824	4.09
170705	2811	4.43
170777	428	4.16
171011	1956	4.45
171495	615	4.33
171749	501	4.08
172587	166	4.01
173535	122	4.12
174703	101	4.1
176601	1027	4.2
177593	7586	4.0
177765	9638	4.02
178613	343	4.02
179135	1163	4.3
179173	257	4.06
182723	594	4.25
183423	530	4.04
183437	167	4.03
187531	478	4.03
188773	1346	4.02
1900	1046	4.0
1939	2222	4.08
193950	2049	4.03
1945	6982	4.11
1949	2374	4.1
1950	4151	4.03
195159	10434	4.19
196067	340	4.05
198185	1140	4.3
2019	16531	4.25
202439	11670	4.31
202749	1586	4.06
2028	58368	4.05
2066	1486	4.05
207313	10740	4.04
208703	6884	4.04
213	1994	4.02
2132	3721	4.03
214	1000	4.03
2186	6568	4.1
219994	1153	4.0
2203	2785	4.09
220528	449	4.29
2208	2760	4.05
225758	384	4.02
228099	922	4.18
231701	254	4.13
232	6295	4.03
2324	29819	4.15
2329	38967	4.13
2330	849	4.06
2351	1631	4.1
2357	2613	4.08
2360	3025	4.07
246	10852	4.02
252710	283	4.12
2542	24152	4.03
256567	112	4.0
2571	93808	4.16
260	85010	4.1
26003	591	4.07
26048	150	4.04
26073	142	4.11
26082	1270	4.19
26131	1883	4.06
