1	68997	268911.5
10	32474	111316.0
100	4154	13368.5
1000	233	722.5
100001	6	18.5
100003	3	11.0
100008	18	62.5
100015	3	6.5
100017	50	152.0
100032	22	80.5
100034	42	131.0
100036	22	77.0
100038	21	72.5
100040	4	10.5
100042	4	12.5
100044	489	2041.0
100046	42	157.5
100048	13	43.0
100052	16	40.0
100054	7	23.0
100056	15	38.0
100058	37	127.0
100060	61	233.5
100062	61	220.5
100070	13	46.0
100072	11	34.5
100075	27	73.5
100077	19	69.0
100079	8	17.0
100081	10	33.0
100083	844	1999.0
100087	34	98.0
100091	9	28.0
100096	6	20.0
100099	8	33.0
1001	36	97.0
100101	4	14.0
100103	3	1.5
100106	345	1308.0
100108	771	2433.5
100131	2	3.0
100138	41	161.0
100143	20	65.0
100145	4	12.5
100150	39	135.0
100155	2	5.5
100157	22	68.5
100159	349	1178.0
100161	3	10.0
100163	1769	5207.5
100167	8	26.0
100169	118	353.0
100171	17	49.5
100173	13	27.5
100180	8	14.5
100183	3	11.0
100185	113	398.5
100194	90	329.5
100196	38	145.5
100198	3	3.0
1002	143	502.5
100200	8	16.0
100203	2	3.0
100205	48	138.0
100210	15	58.5
100229	10	32.0
100232	2	5.5
100238	33	110.0
100240	12	40.0
100244	439	1487.0
100246	3	11.0
100248	22	67.0
100251	10	23.0
100253	8	21.5
100255	4	11.5
100257	1	2.0
100259	3	10.0
100264	13	39.0
100270	29	110.0
100272	111	416.0
100275	10	26.5
100277	76	270.5
100287	16	60.5
100289	18	68.0
100291	7	20.5
100294	1	3.5
1003	1666	5234.0
100302	865	2826.0
100304	48	150.5
100308	16	58.5
100315	3	12.0
100322	81	257.5
100324	10	31.0
100326	303	935.0
100328	21	64.5
100330	2	7.0
100334	2	6.5
100336	85	312.0
100338	3	10.5
100344	282	1046.5
100347	3	7.5
100359	112	315.5
100361	5	14.0
100365	12	43.0
100368	19	68.0
100370	2	6.5
100372	5	16.5
100383	2221	7821.5
100385	12	31.0
100387	6	17.5
100390	1325	3871.0
100395	4	10.0
100397	192	512.0
1004	1658	4430.5
100401	34	103.0
100404	20	70.0
100406	14	47.0
100411	3	8.5
100415	2	6.5
100419	6	11.5
100421	3	5.5
100423	9	22.5
100426	50	172.0
100436	137	521.5
100438	38	85.5
100440	177	629.0
100442	38	121.0
100444	26	86.5
100446	2	6.5
100448	2	7.5
100457	25	61.5
100463	5	20.5
100465	1	2.0
100467	2	6.0
100469	167	470.0
100483	3	10.0
100485	60	199.5
100487	658	2137.5
100490	4	10.0
100492	5	14.0
100496	6	13.5
100498	1559	3983.5
1005	2227	5533.5
100503	2	5.0
100505	18	54.0
100507	446	1374.5
100509	103	395.5
100511	68	265.0
100513	43	123.0
100515	60	205.0
100517	15	54.0
100519	1	4.0
100521	4	14.0
100527	849	3042.5
100529	47	128.0
100534	2	6.5
100536	5	19.0
100538	30	102.0
100540	24	74.0
100556	1124	4529.0
100559	2	6.5
100562	13	44.5
100567	15	56.5
100570	1	2.5
100574	8	23.0
100577	6	19.0
100579	148	392.5
100581	348	1080.0
100583	16	29.0
100585	1	3.5
100588	10	34.0
100591	5	13.5
100593	19	69.5
100595	4	13.5
1006	1562	5030.5
100611	246	642.0
100613	5	15.0
100642	1	3.5
100647	4	10.0
100653	2	6.5
100655	1	2.5
1007	1872	5540.5
100714	3119	12362.5
100717	77	236.0
100719	5	17.0
100721	7	16.0
100725	10	37.5
100727	6	14.5
100737	385	1177.0
100739	8	23.0
100741	5	11.0
100743	11	31.0
100745	311	1127.5
100799	8	33.0
1008	825	2749.0
100810	572	1874.5
100823	4	11.0
100836	7	21.5
100838	2	5.0
100843	247	929.0
100882	169	602.0
100884	3	8.5
1009	2725	8567.0
100904	5	17.0
100906	56	174.5
100942	4	9.5
100944	21	70.0
100946	27	88.5
100948	21	60.5
101	5211	19545.0
1010	2699	8320.0
101003	30	102.5
101006	1	2.5
101016	10	35.0
101018	21	79.0
101022	4	13.5
101025	1060	3172.0
101058	3	12.0
101060	81	207.5
101062	7	25.0
101064	7	20.0
101068	20	60.0
101070	221	833.0
101072	14	41.5
101074	184	657.5
101076	1342	3659.5
101079	69	253.0
101086	10	29.0
101088	1130	3863.5
101097	99	304.5
1011	1606	4413.5
101104	15	56.0
101106	243	903.5
101112	1955	5598.5
101123	8	20.5
101127	20	54.0
101133	1	2.5
101137	329	1057.5
101139	1	4.0
101142	2809	9419.5
101156	3	8.0
101158	19	62.0
101160	9	34.0
101162	8	31.5
101168	21	49.0
101170	39	120.0
101178	3	10.5
101180	22	55.0
101186	132	450.0
101188	6	20.5
101197	17	56.0
1012	3591	12733.0
101200	3	8.5
101204	5	16.5
101207	106	338.5
101210	62	209.5
101212	8	26.5
101214	9	23.5
101216	2	4.0
101218	56	189.0
101220	5	16.5
101222	33	90.0
101224	11	34.0
101226	6	18.5
101233	10	29.0
101235	18	60.0
101239	7	10.5
101241	17	48.5
101243	55	160.5
101245	4	13.5
101247	16	44.0
101249	8	13.0
101258	97	276.5
101260	165	505.5
101262	159	521.0
101264	1	3.0
101273	36	106.0
101281	205	592.0
101283	564	1559.0
101285	1316	3936.5
101287	17	59.0
101289	8	25.0
101294	6	16.5
101296	182	574.5
101299	5	17.0
1013	4772	16392.0
101301	14	34.0
101303	8	23.0
101305	13	27.0
101307	5	16.0
101319	16	53.0
101322	18	58.0
101329	1	4.5
101335	11	38.0
101337	11	16.0
101339	8	14.0
101341	4	10.0
101350	21	69.5
101352	21	70.5
101355	12	25.5
101360	699	2409.5
101362	2358	7565.5
101371	3	6.0
101373	4	10.5
101375	6	18.0
101379	24	32.5
101381	9	33.0
101383	7	18.0
101388	2	5.5
1014	1749	5907.0
101400	6	18.5
101402	6	16.5
101405	4	14.0
101409	4	11.5
101413	32	98.5
101415	609	2190.5
101425	38	142.0
101428	21	58.5
101431	6	17.5
101433	1	1.0
101444	1	2.5
101446	5	11.5
101448	9	29.0
101450	10	33.5
101456	12	33.5
101458	17	37.5
101466	10	22.5
101470	4	10.5
101472	2	7.5
101476	9	26.0
101481	1	3.0
101485	4	11.5
101487	2	5.5
101489	13	26.0
101498	308	1133.5
1015	4210	13831.0
101505	4	8.0
101510	3	4.5
101525	2742	10093.5
101527	111	396.0
101529	195	631.5
101531	74	218.0
101534	4	9.5
101536	14	49.0
101577	1039	3276.0
101579	13	51.0
101581	6	18.5
101583	10	27.5
101585	6	19.5
101590	9	31.0
101592	9	35.5
101595	7	19.5
101597	28	97.5
101599	34	93.0
1016	1500	4691.0
101606	9	32.0
101612	381	1093.0
101614	16	49.0
101616	1	3.0
101627	6	17.5
101629	17	59.5
101634	1	0.5
101636	2	4.5
101640	103	339.0
101642	6	18.0
101646	8	29.5
101648	22	66.0
101650	6	20.0
101653	36	128.0
101662	8	17.0
101664	19	59.0
101666	5	12.5
101670	38	124.0
101674	18	45.5
101680	7	12.0
101682	1	3.0
101685	20	78.0
101687	53	155.0
101689	11	31.0
101692	4	7.5
101695	7	22.5
1017	3503	12312.0
101703	9	28.5
101706	3	13.5
101708	13	23.0
101710	46	144.0
101715	6	9.0
101717	17	57.5
101719	86	275.5
101726	4	7.0
101728	5	6.5
101730	1	1.0
101732	1	2.5
101734	20	52.0
101739	1447	4805.0
101741	975	3228.0
101747	28	72.5
101749	11	32.5
101754	5	16.5
101756	34	98.0
101761	185	526.5
101763	76	247.0
101765	79	265.5
101767	9	33.0
101770	16	50.0
101782	5	17.0
101794	1	2.5
101799	5	14.0
1018	1275	3939.0
101801	20	69.5
101803	5	14.0
101812	13	40.0
101820	1	3.0
101823	4	10.5
101825	5	16.5
101827	12	34.0
101829	1	3.0
101833	7	19.5
101835	3	8.5
101844	4	14.0
101846	6	25.0
101848	23	85.0
101850	305	1205.0
101855	5	16.0
101857	19	66.5
101862	7	21.0
101864	8545	30869.0
101872	13	41.0
101878	3	10.0
101880	41	132.0
101884	28	60.0
101887	8	26.0
101891	45	171.0
101893	222	681.5
101895	1022	3790.5
101897	10	36.0
1019	6375	22625.5
101902	7	22.5
101904	80	291.5
101916	2	5.0
101918	13	40.5
101920	2	4.5
101935	1	3.0
101938	8	19.5
101940	10	38.0
101942	80	255.5
101944	1	2.5
101947	12	42.0
101950	1	3.5
101954	6	17.5
101957	2	5.5
101962	1192	4764.0
101964	27	105.5
101967	11	30.5
101969	37	136.5
101971	83	297.5
101973	569	2052.5
101975	14	31.0
101979	6	10.0
101986	3	11.0
101989	12	23.5
101991	6	18.0
101997	447	941.5
101999	10	35.5
102	2025	4868.0
1020	7931	25963.0
102005	139	484.5
102012	7	28.0
102025	21	40.5
102028	7	24.0
102033	1479	4646.5
102035	1	2.0
102037	13	23.0
102039	5	17.0
102047	16	47.5
102049	7	24.0
102062	83	296.0
102064	9	27.0
102066	348	1217.5
102070	246	808.5
102072	230	728.0
102080	1	2.0
102088	312	984.0
102090	8	22.5
102093	5	15.5
1021	3890	11027.5
102109	2	5.5
102111	29	96.0
102113	13	24.5
102115	6	16.5
102119	5	16.5
102123	4636	15161.5
102125	12709	44006.5
102131	10	32.0
102133	2	7.0
102138	8	24.0
102152	26	80.5
102156	1	1.5
102158	3	7.5
102160	186	539.5
102171	15	52.0
102174	37	134.5
102176	2	1.0
102178	7	14.5
102180	6	18.0
102188	21	52.5
102192	1	4.0
102194	2978	10902.0
102199	12	27.5
1022	11226	39844.5
102213	11	37.0
102219	3	9.0
102233	7	23.0
102235	15	49.0
102245	76	232.5
102248	6	15.5
102263	35	114.5
102273	5	10.5
102275	14	40.0
102286	58	189.0
102292	2	3.5
102294	34	129.0
102297	1	4.0
